"domainID","siteID","horizontalPosition","verticalPosition","date","wssPrecipTotal","precipQF"
"D02","SCBI","900","000","2018-05-25",0,1
"D02","SCBI","900","000","2018-05-26",0,1
"D02","SCBI","900","000","2018-05-27",0,1
"D02","SCBI","900","000","2018-05-28",0,1
"D02","SCBI","900","000","2018-05-29",0,1
"D02","SCBI","900","000","2018-05-30",0,1
"D02","SCBI","900","000","2018-05-31",0,1
"D02","SCBI","900","000","2018-06-01",0,1
"D02","SCBI","900","000","2018-06-02",0,1
"D02","SCBI","900","000","2018-06-03",0,1
"D02","SCBI","900","000","2018-06-04",0,1
"D02","SCBI","900","000","2018-06-05",0,1
"D02","SCBI","900","000","2018-06-06",0,1
"D02","SCBI","900","000","2018-06-07",0,1
"D02","SCBI","900","000","2018-06-08",0,1
"D02","SCBI","900","000","2018-06-09",11.72,0
"D02","SCBI","900","000","2018-06-10",0.83,0
"D02","SCBI","900","000","2018-06-11",12.72,0
"D02","SCBI","900","000","2018-06-12",0.15,0
"D02","SCBI","900","000","2018-06-13",0.23,0
"D02","SCBI","900","000","2018-06-14",0.11,0
"D02","SCBI","900","000","2018-06-15",0.02,0
"D02","SCBI","900","000","2018-06-16",0.06,0
"D02","SCBI","900","000","2018-06-17",0.02,0
"D02","SCBI","900","000","2018-06-18",0,0
"D02","SCBI","900","000","2018-06-19",8.79,0
"D02","SCBI","900","000","2018-06-20",14.62,0
"D02","SCBI","900","000","2018-06-21",0.82,0
"D02","SCBI","900","000","2018-06-22",33.65,0
"D02","SCBI","900","000","2018-06-23",13.59,0
"D02","SCBI","900","000","2018-06-24",4.62,0
"D02","SCBI","900","000","2018-06-25",0.18,0
"D02","SCBI","900","000","2018-06-26",0.17,0
"D02","SCBI","900","000","2018-06-27",0.44,0
"D02","SCBI","900","000","2018-06-28",0.55,0
"D02","SCBI","900","000","2018-06-29",0.15,0
"D02","SCBI","900","000","2018-06-30",0.13,0
"D02","SCBI","900","000","2018-07-01",0.07,0
"D02","SCBI","900","000","2018-07-02",0.14,0
"D02","SCBI","900","000","2018-07-03",0.17,0
"D02","SCBI","900","000","2018-07-04",2.95,0
"D02","SCBI","900","000","2018-07-05",0.61,0
"D02","SCBI","900","000","2018-07-06",0.12,0
"D02","SCBI","900","000","2018-07-07",0,0
"D02","SCBI","900","000","2018-07-08",0,0
"D02","SCBI","900","000","2018-07-09",0,0
"D02","SCBI","900","000","2018-07-10",0.02,0
"D02","SCBI","900","000","2018-07-12",0.04,0
"D02","SCBI","900","000","2018-07-13",0.07,0
"D02","SCBI","900","000","2018-07-14",0,0
"D02","SCBI","900","000","2018-07-15",0.54,0
"D02","SCBI","900","000","2018-07-16",0.08,1
"D02","SCBI","900","000","2018-07-17",0,1
"D02","SCBI","900","000","2018-07-18",0,1
"D02","SCBI","900","000","2018-07-19",0,1
"D02","SCBI","900","000","2018-07-20",0.11,0
"D02","SCBI","900","000","2018-07-21",21.47,0
"D02","SCBI","900","000","2018-07-22",3.22,0
"D02","SCBI","900","000","2018-07-23",8.02,0
"D02","SCBI","900","000","2018-07-24",26.88,0
"D02","SCBI","900","000","2018-07-25",52.87,0
"D02","SCBI","900","000","2018-07-26",0.54,0
"D02","SCBI","900","000","2018-07-27",0.26,0
"D02","SCBI","900","000","2018-07-28",0.23,0
"D02","SCBI","900","000","2018-07-29",0.17,0
"D02","SCBI","900","000","2018-07-30",19.17,0
"D02","SCBI","900","000","2018-07-31",0.44,0
"D02","SCBI","900","000","2018-08-01",10.33,0
"D02","SCBI","900","000","2018-08-02",19.06,0
"D02","SCBI","900","000","2018-08-03",8.2,0
"D02","SCBI","900","000","2018-08-04",5.65,0
"D02","SCBI","900","000","2018-08-05",0.16,0
"D02","SCBI","900","000","2018-08-06",0.23,0
"D02","SCBI","900","000","2018-08-07",1.53,0
"D02","SCBI","900","000","2018-08-08",10.34,0
"D02","SCBI","900","000","2018-08-09",1.47,0
"D02","SCBI","900","000","2018-08-10",0.24,0
"D02","SCBI","900","000","2018-08-11",2.12,0
"D02","SCBI","900","000","2018-08-12",12.97,0
"D02","SCBI","900","000","2018-08-13",0.31,0
"D02","SCBI","900","000","2018-08-14",0.36,0
"D02","SCBI","900","000","2018-08-15",0.37,0
"D02","SCBI","900","000","2018-08-16",0.27,0
"D02","SCBI","900","000","2018-08-17",4.36,0
"D02","SCBI","900","000","2018-08-18",15.62,0
"D02","SCBI","900","000","2018-08-19",0.21,0
"D02","SCBI","900","000","2018-08-21",32.73,0
"D02","SCBI","900","000","2018-08-22",4.06,0
"D02","SCBI","900","000","2018-08-23",0.05,0
"D02","SCBI","900","000","2018-08-24",0.09,0
"D02","SCBI","900","000","2018-08-25",0.29,0
"D02","SCBI","900","000","2018-08-26",0.27,0
"D02","SCBI","900","000","2018-08-27",0.38,0
"D02","SCBI","900","000","2018-08-28",0.23,0
"D02","SCBI","900","000","2018-08-29",0.32,0
"D02","SCBI","900","000","2018-08-30",0.22,0
"D02","SCBI","900","000","2018-09-01",6.78,0
"D02","SCBI","900","000","2018-09-02",0.23,0
"D02","SCBI","900","000","2018-09-03",0.37,0
"D02","SCBI","900","000","2018-09-04",0.18,0
"D02","SCBI","900","000","2018-09-05",0.17,0
"D02","SCBI","900","000","2018-09-06",0.2,0
"D02","SCBI","900","000","2018-09-07",8,0
"D02","SCBI","900","000","2018-09-08",6.96,0
"D02","SCBI","900","000","2018-09-09",58.28,0
"D02","SCBI","900","000","2018-09-10",12.28,0
"D02","SCBI","900","000","2018-09-11",0.15,0
"D02","SCBI","900","000","2018-09-12",0.7,1
"D02","SCBI","900","000","2018-09-13",0,1
"D02","SCBI","900","000","2018-09-14",0,1
"D02","SCBI","900","000","2018-09-15",0,1
"D02","SCBI","900","000","2018-09-16",0,1
"D02","SCBI","900","000","2018-09-17",0,1
"D02","SCBI","900","000","2018-09-18",0,1
"D02","SCBI","900","000","2018-09-19",0,1
"D02","SCBI","900","000","2018-09-20",0,1
"D02","SCBI","900","000","2018-09-21",0,1
"D02","SCBI","900","000","2018-09-22",0,1
"D02","SCBI","900","000","2018-09-23",0,1
"D02","SCBI","900","000","2018-09-24",0,1
"D02","SCBI","900","000","2018-09-25",0,1
"D02","SCBI","900","000","2018-09-26",0,1
"D02","SCBI","900","000","2018-09-27",0,1
"D02","SCBI","900","000","2018-09-28",0,1
"D02","SCBI","900","000","2018-09-29",0,1
"D02","SCBI","900","000","2018-09-30",0,1
"D02","SCBI","900","000","2018-10-01",0,1
"D02","SCBI","900","000","2018-10-02",0,1
"D02","SCBI","900","000","2018-10-03",0,1
"D02","SCBI","900","000","2018-10-04",0,1
"D02","SCBI","900","000","2018-10-05",0.08,1
"D02","SCBI","900","000","2018-10-06",0.24,0
"D02","SCBI","900","000","2018-10-07",0.45,0
"D02","SCBI","900","000","2018-10-08",0.42,0
"D02","SCBI","900","000","2018-10-09",0.26,0
"D02","SCBI","900","000","2018-10-10",0.38,0
"D02","SCBI","900","000","2018-10-11",16.39,0
"D02","SCBI","900","000","2018-10-12",1.13,0
"D02","SCBI","900","000","2018-10-13",1.76,0
"D02","SCBI","900","000","2018-10-14",0.89,0
"D02","SCBI","900","000","2018-10-15",1.86,0
"D02","SCBI","900","000","2018-10-16",0.13,0
"D02","SCBI","900","000","2018-10-17",0.15,0
"D02","SCBI","900","000","2018-10-18",0.25,0
"D02","SCBI","900","000","2018-10-19",0.31,0
"D02","SCBI","900","000","2018-10-20",0.61,0
"D02","SCBI","900","000","2018-10-21",0.94,0
"D02","SCBI","900","000","2018-10-22",0.2,0
"D02","SCBI","900","000","2018-10-23",0.33,0
"D02","SCBI","900","000","2018-10-24",0.42,0
"D02","SCBI","900","000","2018-10-25",0.12,0
"D02","SCBI","900","000","2018-10-26",4.11,0
"D02","SCBI","900","000","2018-10-27",31.49,0
"D02","SCBI","900","000","2018-10-28",0.58,0
"D02","SCBI","900","000","2018-10-29",0.42,0
"D02","SCBI","900","000","2018-10-30",0.43,0
"D02","SCBI","900","000","2018-10-31",0.1,0
"D02","SCBI","900","000","2018-11-01",0.16,0
"D02","SCBI","900","000","2018-11-02",14.77,0
"D02","SCBI","900","000","2018-11-03",2.57,0
"D02","SCBI","900","000","2018-11-04",0.25,0
"D02","SCBI","900","000","2018-11-05",18.52,0
"D02","SCBI","900","000","2018-11-06",7.93,0
"D02","SCBI","900","000","2018-11-07",0.15,0
"D02","SCBI","900","000","2018-11-08",0.12,0
"D02","SCBI","900","000","2018-11-09",11.37,0
"D02","SCBI","900","000","2018-11-10",0.16,0
"D02","SCBI","900","000","2018-11-11",0.2,0
"D02","SCBI","900","000","2018-11-12",2.1,0
"D02","SCBI","900","000","2018-11-13",14.08,0
"D02","SCBI","900","000","2018-11-14",0.28,0
"D02","SCBI","900","000","2018-11-15",36.03,0
"D02","SCBI","900","000","2018-11-16",8.91,0
"D02","SCBI","900","000","2018-11-17",0.37,0
"D02","SCBI","900","000","2018-11-18",0.35,0
"D02","SCBI","900","000","2018-11-19",0.24,0
"D02","SCBI","900","000","2018-11-20",0.23,0
"D02","SCBI","900","000","2018-11-21",0.25,0
"D02","SCBI","900","000","2018-11-22",0,0
"D02","SCBI","900","000","2018-11-23",0,0
"D02","SCBI","900","000","2018-11-24",28.72,0
"D02","SCBI","900","000","2018-11-25",0.73,0
"D02","SCBI","900","000","2018-11-26",1.17,0
"D02","SCBI","900","000","2018-11-27",0.3,0
"D02","SCBI","900","000","2018-11-28",0,0
"D02","SCBI","900","000","2018-11-29",0.16,0
"D02","SCBI","900","000","2018-11-30",0.63,0
"D02","SCBI","900","000","2018-12-01",1.5,0
"D02","SCBI","900","000","2018-12-02",1.22,0
"D02","SCBI","900","000","2018-12-03",0.26,0
"D02","SCBI","900","000","2018-12-04",0.19,0
"D02","SCBI","900","000","2018-12-05",0.88,0
"D02","SCBI","900","000","2018-12-06",0.2,0
"D02","SCBI","900","000","2018-12-07",0.29,0
"D02","SCBI","900","000","2018-12-08",0.3,0
"D02","SCBI","900","000","2018-12-09",0.16,0
"D02","SCBI","900","000","2018-12-10",0.92,0
"D02","SCBI","900","000","2018-12-11",0.47,0
"D02","SCBI","900","000","2018-12-12",0.6,0
"D02","SCBI","900","000","2018-12-13",1.25,0
"D02","SCBI","900","000","2018-12-14",1.2,0
"D02","SCBI","900","000","2018-12-15",52.79,0
"D02","SCBI","900","000","2018-12-16",25.08,0
"D02","SCBI","900","000","2018-12-17",0.34,0
"D02","SCBI","900","000","2018-12-18",0.32,0
"D02","SCBI","900","000","2018-12-19",0.71,0
"D02","SCBI","900","000","2018-12-20",3.23,0
"D02","SCBI","900","000","2018-12-21",44.58,0
"D02","SCBI","900","000","2018-12-22",0.29,0
"D02","SCBI","900","000","2018-12-23",0.81,0
"D02","SCBI","900","000","2018-12-24",0.62,0
"D02","SCBI","900","000","2018-12-25",0.58,0
"D02","SCBI","900","000","2018-12-26",1.25,0
"D02","SCBI","900","000","2018-12-27",0.66,0
"D02","SCBI","900","000","2018-12-28",14.32,0
"D02","SCBI","900","000","2018-12-29",0,0
"D02","SCBI","900","000","2018-12-30",0.35,0
"D02","SCBI","900","000","2018-12-31",4.76,0
"D02","SCBI","900","000","2019-01-01",0.33,0
"D02","SCBI","900","000","2019-01-02",0.17,0
"D02","SCBI","900","000","2019-01-03",0.09,0
"D02","SCBI","900","000","2019-01-04",0.71,0
"D02","SCBI","900","000","2019-01-05",7.37,0
"D02","SCBI","900","000","2019-01-06",0.23,0
"D02","SCBI","900","000","2019-01-07",0.19,0
"D02","SCBI","900","000","2019-01-08",0.7,1
"D02","SCBI","900","000","2019-01-09",0,1
"D02","SCBI","900","000","2019-01-10",0,1
"D02","SCBI","900","000","2019-01-11",0,1
"D02","SCBI","900","000","2019-01-12",0,1
"D02","SCBI","900","000","2019-01-13",0,1
"D02","SCBI","900","000","2019-01-14",0,1
"D02","SCBI","900","000","2019-01-15",0,1
"D02","SCBI","900","000","2019-01-16",0,1
"D02","SCBI","900","000","2019-01-17",0,1
"D02","SCBI","900","000","2019-01-18",0,1
"D02","SCBI","900","000","2019-01-19",0,1
"D02","SCBI","900","000","2019-01-20",0,1
"D02","SCBI","900","000","2019-01-21",0,1
"D02","SCBI","900","000","2019-01-22",0,1
"D02","SCBI","900","000","2019-01-23",0.16,1
"D02","SCBI","900","000","2019-01-24",5.27,0
"D02","SCBI","900","000","2019-01-25",0.12,0
"D02","SCBI","900","000","2019-01-26",0,0
"D02","SCBI","900","000","2019-01-27",0,0
"D02","SCBI","900","000","2019-01-28",0,0
"D02","SCBI","900","000","2019-01-29",0.57,0
"D02","SCBI","900","000","2019-01-30",0.2,0
"D02","SCBI","900","000","2019-01-31",0,0
"D02","SCBI","900","000","2019-02-01",0.02,0
"D02","SCBI","900","000","2019-02-02",0.02,0
"D02","SCBI","900","000","2019-02-03",0.02,0
"D02","SCBI","900","000","2019-02-04",0,0
"D02","SCBI","900","000","2019-02-05",0.08,0
"D02","SCBI","900","000","2019-02-06",0.41,0
"D02","SCBI","900","000","2019-02-07",0.38,0
"D02","SCBI","900","000","2019-02-08",0.61,0
"D02","SCBI","900","000","2019-02-09",0.3,0
"D02","SCBI","900","000","2019-02-10",0,0
"D02","SCBI","900","000","2019-02-11",4,0
"D02","SCBI","900","000","2019-02-12",8.04,0
"D02","SCBI","900","000","2019-02-13",0.48,0
"D02","SCBI","900","000","2019-02-14",0,0
"D02","SCBI","900","000","2019-02-15",0.2,0
"D02","SCBI","900","000","2019-02-16",0.18,0
"D02","SCBI","900","000","2019-02-17",0.49,0
"D02","SCBI","900","000","2019-02-18",1.84,0
"D02","SCBI","900","000","2019-02-19",0,0
"D02","SCBI","900","000","2019-02-20",15.46,0
"D02","SCBI","900","000","2019-02-21",0.35,0
"D02","SCBI","900","000","2019-02-22",0.06,0
"D02","SCBI","900","000","2019-02-23",0.58,0
"D02","SCBI","900","000","2019-02-24",8.11,0
"D02","SCBI","900","000","2019-02-25",0,1
"D02","SCBI","900","000","2019-02-26",0,1
"D02","SCBI","900","000","2019-02-27",0.12,0
"D02","SCBI","900","000","2019-02-28",0.18,0
"D02","SCBI","900","000","2019-03-01",4.32,0
"D02","SCBI","900","000","2019-03-02",3.71,0
"D02","SCBI","900","000","2019-03-03",3.99,0
"D02","SCBI","900","000","2019-03-04",0.91,0
"D02","SCBI","900","000","2019-03-06",0.15,0
"D02","SCBI","900","000","2019-03-07",0.04,0
"D02","SCBI","900","000","2019-03-08",0.63,0
"D02","SCBI","900","000","2019-03-09",0,0
"D02","SCBI","900","000","2019-03-10",2.55,0
"D02","SCBI","900","000","2019-03-11",0.29,0
"D02","SCBI","900","000","2019-03-12",0.12,0
"D02","SCBI","900","000","2019-03-13",0.16,0
"D02","SCBI","900","000","2019-03-14",0.3,0
"D02","SCBI","900","000","2019-03-15",0.41,0
"D02","SCBI","900","000","2019-03-16",0.27,0
"D02","SCBI","900","000","2019-03-17",0,0
"D02","SCBI","900","000","2019-03-18",0.1,0
"D02","SCBI","900","000","2019-03-19",0.03,0
"D02","SCBI","900","000","2019-03-20",0.08,0
"D02","SCBI","900","000","2019-03-21",32.23,0
"D02","SCBI","900","000","2019-03-22",1.41,0
"D02","SCBI","900","000","2019-03-23",0.08,0
"D02","SCBI","900","000","2019-03-24",0.08,0
"D02","SCBI","900","000","2019-03-25",0.06,0
"D02","SCBI","900","000","2019-03-26",0.3,0
"D02","SCBI","900","000","2019-03-27",0,0
"D02","SCBI","900","000","2019-03-28",0.15,0
"D02","SCBI","900","000","2019-03-29",0.06,0
"D02","SCBI","900","000","2019-03-30",0.36,0
"D02","SCBI","900","000","2019-03-31",0.4,0
"D02","SCBI","900","000","2019-04-01",0.16,0
"D02","SCBI","900","000","2019-04-02",0.15,0
"D02","SCBI","900","000","2019-04-03",0.17,0
"D02","SCBI","900","000","2019-04-04",0.12,0
"D02","SCBI","900","000","2019-04-05",2.18,0
"D02","SCBI","900","000","2019-04-06",0.08,0
"D02","SCBI","900","000","2019-04-07",0.39,0
"D02","SCBI","900","000","2019-04-08",1.07,0
"D02","SCBI","900","000","2019-04-09",0.48,0
"D02","SCBI","900","000","2019-04-10",0.12,0
"D02","SCBI","900","000","2019-04-11",0.26,0
"D02","SCBI","900","000","2019-04-12",3.51,0
"D02","SCBI","900","000","2019-04-13",4.48,0
"D02","SCBI","900","000","2019-04-14",18.5,0
"D02","SCBI","900","000","2019-04-15",1.29,0
"D02","SCBI","900","000","2019-04-16",0.08,0
"D02","SCBI","900","000","2019-04-17",0.34,0
"D02","SCBI","900","000","2019-04-18",0.32,0
"D02","SCBI","900","000","2019-04-19",25.61,0
"D02","SCBI","900","000","2019-04-20",1.68,0
"D02","SCBI","900","000","2019-04-21",0.16,0
"D02","SCBI","900","000","2019-04-22",0.4,0
"D02","SCBI","900","000","2019-04-23",0.32,0
"D02","SCBI","900","000","2019-04-24",0.34,0
"D02","SCBI","900","000","2019-04-25",0.32,0
"D02","SCBI","900","000","2019-04-26",5.53,0
"D02","SCBI","900","000","2019-04-27",0.2,0
"D02","SCBI","900","000","2019-04-28",2.48,0
"D02","SCBI","900","000","2019-04-29",0.26,0
"D02","SCBI","900","000","2019-04-30",0.1,0
"D02","SCBI","900","000","2019-05-01",0.36,0
"D02","SCBI","900","000","2019-05-02",0.79,0
"D02","SCBI","900","000","2019-05-03",0.66,0
"D02","SCBI","900","000","2019-05-04",5.09,0
"D02","SCBI","900","000","2019-05-05",17.55,0
"D02","SCBI","900","000","2019-05-06",0.65,0
"D02","SCBI","900","000","2019-05-07",0.14,0
"D02","SCBI","900","000","2019-05-08",2.11,0
"D02","SCBI","900","000","2019-05-09",0.7,0
"D02","SCBI","900","000","2019-05-10",3.21,0
"D02","SCBI","900","000","2019-05-11",0.15,0
"D02","SCBI","900","000","2019-05-12",8.71,0
"D02","SCBI","900","000","2019-05-13",6.97,0
"D02","SCBI","900","000","2019-05-14",0.51,0
"D02","SCBI","900","000","2019-05-15",0.34,0
"D02","SCBI","900","000","2019-05-16",0.96,0
"D02","SCBI","900","000","2019-05-17",0.35,0
"D02","SCBI","900","000","2019-05-18",4.36,0
"D02","SCBI","900","000","2019-05-19",0.8,0
"D02","SCBI","900","000","2019-05-20",1.17,0
"D02","SCBI","900","000","2019-05-21",0.54,0
"D02","SCBI","900","000","2019-05-22",0.47,0
"D02","SCBI","900","000","2019-05-23",1.23,0
"D02","SCBI","900","000","2019-05-24",2.92,0
"D02","SCBI","900","000","2019-05-25",11.16,0
"D02","SCBI","900","000","2019-05-26",0.86,0
"D02","SCBI","900","000","2019-05-27",0.8,0
"D02","SCBI","900","000","2019-05-28",1.94,0
"D02","SCBI","900","000","2019-05-29",0.75,0
"D02","SCBI","900","000","2019-05-30",3.03,0
"D02","SCBI","900","000","2019-05-31",1.06,0
"D02","SCBI","900","000","2019-06-01",0.22,0
"D02","SCBI","900","000","2019-06-02",4.67,0
"D02","SCBI","900","000","2019-06-03",0.46,0
"D02","SCBI","900","000","2019-06-04",0.15,0
"D02","SCBI","900","000","2019-06-05",0.56,0
"D02","SCBI","900","000","2019-06-06",0.6,0
"D02","SCBI","900","000","2019-06-07",0.23,0
"D02","SCBI","900","000","2019-06-08",0.53,0
"D02","SCBI","900","000","2019-06-09",7.72,0
"D02","SCBI","900","000","2019-06-10",7.39,0
"D02","SCBI","900","000","2019-06-11",2.6,0
"D02","SCBI","900","000","2019-06-12",0.56,0
"D02","SCBI","900","000","2019-06-13",6.48,0
"D02","SCBI","900","000","2019-06-14",0.73,0
"D02","SCBI","900","000","2019-06-15",0.47,0
"D02","SCBI","900","000","2019-06-16",0.83,0
"D02","SCBI","900","000","2019-06-17",0.59,0
"D02","SCBI","900","000","2019-06-18",0.86,0
"D02","SCBI","900","000","2019-06-19",0.84,0
"D02","SCBI","900","000","2019-06-20",0.66,0
"D02","SCBI","900","000","2019-06-21",0.68,0
"D02","SCBI","900","000","2019-06-22",0.25,0
"D02","SCBI","900","000","2019-06-23",0.04,0
"D02","SCBI","900","000","2019-06-24",2.38,0
"D02","SCBI","900","000","2019-06-25",4.15,0
"D02","SCBI","900","000","2019-06-26",0.15,1
"D02","SCBI","900","000","2019-06-27",0,1
"D02","SCBI","900","000","2019-06-28",0,1
"D02","SCBI","900","000","2019-06-29",0,1
"D02","SCBI","900","000","2019-06-30",0,1
"D02","SCBI","900","000","2019-07-01",0,1
"D02","SCBI","900","000","2019-07-02",0,1
"D02","SCBI","900","000","2019-07-03",0,1
"D02","SCBI","900","000","2019-07-04",0,1
"D02","SCBI","900","000","2019-07-05",0,1
"D02","SCBI","900","000","2019-07-06",0,1
"D02","SCBI","900","000","2019-07-07",0,1
"D02","SCBI","900","000","2019-07-08",0,1
"D02","SCBI","900","000","2019-07-09",0,1
"D02","SCBI","900","000","2019-07-10",0,1
"D02","SCBI","900","000","2019-07-11",0,1
"D02","SCBI","900","000","2019-07-12",0.25,1
"D02","SCBI","900","000","2019-07-13",0.24,0
"D02","SCBI","900","000","2019-07-14",0.2,0
"D02","SCBI","900","000","2019-07-15",0.21,0
"D02","SCBI","900","000","2019-07-16",0.55,0
"D02","SCBI","900","000","2019-07-17",5.82,0
"D02","SCBI","900","000","2019-07-18",0,1
"D02","SCBI","900","000","2019-07-19",0,1
"D02","SCBI","900","000","2019-07-20",0,1
"D02","SCBI","900","000","2019-07-21",0,1
"D02","SCBI","900","000","2019-07-22",0,1
"D02","SCBI","900","000","2019-07-23",0,1
"D02","SCBI","900","000","2019-07-24",0,1
"D02","SCBI","900","000","2019-07-25",0,1
"D02","SCBI","900","000","2019-07-26",0,1
"D02","SCBI","900","000","2019-07-27",0,1
"D02","SCBI","900","000","2019-07-28",0,1
"D02","SCBI","900","000","2019-07-29",0,1
"D02","SCBI","900","000","2019-07-30",0,1
"D02","SCBI","900","000","2019-07-31",0,1
"D02","SCBI","900","000","2019-08-01",0,1
"D02","SCBI","900","000","2019-08-02",0,1
"D02","SCBI","900","000","2019-08-03",0,1
"D02","SCBI","900","000","2019-08-04",0,1
"D02","SCBI","900","000","2019-08-05",0,1
"D02","SCBI","900","000","2019-08-06",0,1
"D02","SCBI","900","000","2019-08-07",0,1
"D02","SCBI","900","000","2019-08-08",0,1
"D02","SCBI","900","000","2019-08-09",0,1
"D02","SCBI","900","000","2019-08-10",0,1
"D02","SCBI","900","000","2019-08-11",0,1
"D02","SCBI","900","000","2019-08-12",0,1
"D02","SCBI","900","000","2019-08-13",0,1
"D02","SCBI","900","000","2019-08-14",0,1
"D02","SCBI","900","000","2019-08-15",0,1
"D02","SCBI","900","000","2019-08-16",0,1
"D02","SCBI","900","000","2019-08-17",0,1
"D02","SCBI","900","000","2019-08-18",0,1
"D02","SCBI","900","000","2019-08-19",0,1
"D02","SCBI","900","000","2019-08-20",0,1
"D02","SCBI","900","000","2019-08-21",0,1
"D02","SCBI","900","000","2019-08-22",0,1
"D02","SCBI","900","000","2019-08-23",0,1
"D02","SCBI","900","000","2019-08-24",0,1
"D02","SCBI","900","000","2019-08-25",0,1
"D02","SCBI","900","000","2019-08-26",0,1
"D02","SCBI","900","000","2019-08-27",0,1
"D02","SCBI","900","000","2019-08-28",0,1
"D02","SCBI","900","000","2019-08-29",0,1
"D02","SCBI","900","000","2019-08-30",0,1
"D02","SCBI","900","000","2019-08-31",0,1
"D02","SCBI","900","000","2019-09-01",0,1
"D02","SCBI","900","000","2019-09-02",0,1
"D02","SCBI","900","000","2019-09-03",0,1
"D02","SCBI","900","000","2019-09-04",0,1
"D02","SCBI","900","000","2019-09-05",0,1
"D02","SCBI","900","000","2019-09-06",0,1
"D02","SCBI","900","000","2019-09-07",0,1
"D02","SCBI","900","000","2019-09-08",0,1
"D02","SCBI","900","000","2019-09-09",0,1
"D02","SCBI","900","000","2019-09-10",0,1
"D02","SCBI","900","000","2019-09-11",0,1
"D02","SCBI","900","000","2019-09-12",0,1
"D02","SCBI","900","000","2019-09-13",0,1
"D02","SCBI","900","000","2019-09-14",0,1
"D02","SCBI","900","000","2019-09-15",0,1
"D02","SCBI","900","000","2019-09-16",0,1
"D02","SCBI","900","000","2019-09-17",0,1
"D02","SCBI","900","000","2019-09-18",0,1
"D02","SCBI","900","000","2019-09-19",0,1
"D02","SCBI","900","000","2019-09-20",0,1
"D02","SCBI","900","000","2019-09-21",0,1
"D02","SCBI","900","000","2019-09-22",0,1
"D02","SCBI","900","000","2019-09-23",0,1
"D02","SCBI","900","000","2019-09-24",0,1
"D02","SCBI","900","000","2019-09-25",0,1
"D02","SCBI","900","000","2019-09-26",0,1
"D02","SCBI","900","000","2019-09-27",0,1
"D02","SCBI","900","000","2019-09-28",0,1
"D02","SCBI","900","000","2019-09-29",0,1
"D02","SCBI","900","000","2019-09-30",0,1
"D02","SCBI","900","000","2019-10-01",0,1
"D02","SCBI","900","000","2019-10-02",0,1
"D02","SCBI","900","000","2019-10-03",0,1
"D02","SCBI","900","000","2019-10-04",0,1
"D02","SCBI","900","000","2019-10-05",0,1
"D02","SCBI","900","000","2019-10-06",0,1
"D02","SCBI","900","000","2019-10-07",0,1
"D02","SCBI","900","000","2019-10-08",0,1
"D02","SCBI","900","000","2019-10-09",0,1
"D02","SCBI","900","000","2019-10-10",0,1
"D02","SCBI","900","000","2019-10-11",0,1
"D02","SCBI","900","000","2019-10-12",0,1
"D02","SCBI","900","000","2019-10-13",0,1
"D02","SCBI","900","000","2019-10-14",0,1
"D02","SCBI","900","000","2019-10-15",0,1
"D02","SCBI","900","000","2019-10-16",0,1
"D02","SCBI","900","000","2019-10-17",0,1
"D02","SCBI","900","000","2019-10-18",0,1
"D02","SCBI","900","000","2019-10-19",0,1
"D02","SCBI","900","000","2019-10-20",0,1
"D02","SCBI","900","000","2019-10-21",0,1
"D02","SCBI","900","000","2019-10-22",10.34,0
"D02","SCBI","900","000","2019-10-23",0.43,1
"D02","SCBI","900","000","2019-10-24",0,1
"D02","SCBI","900","000","2019-10-25",0.1,1
"D02","SCBI","900","000","2019-10-26",0.05,1
"D02","SCBI","900","000","2019-10-27",14.42,1
"D02","SCBI","900","000","2019-10-28",0.08,1
"D02","SCBI","900","000","2019-10-29",0.11,1
"D02","SCBI","900","000","2019-10-30",2.24,1
"D02","SCBI","900","000","2019-10-31",17.88,1
"D03","OSBS","900","000","2018-01-01",1.62,0
"D03","OSBS","900","000","2018-01-02",0.6,0
"D03","OSBS","900","000","2018-01-03",23.44,0
"D03","OSBS","900","000","2018-01-04",1.78,0
"D03","OSBS","900","000","2018-01-05",2.49,0
"D03","OSBS","900","000","2018-01-06",2.35,0
"D03","OSBS","900","000","2018-01-07",1.34,0
"D03","OSBS","900","000","2018-01-08",2.89,0
"D03","OSBS","900","000","2018-01-09",2.17,0
"D03","OSBS","900","000","2018-01-10",2.63,1
"D03","OSBS","900","000","2018-01-11",0,1
"D03","OSBS","900","000","2018-01-12",0,1
"D03","OSBS","900","000","2018-01-13",0,1
"D03","OSBS","900","000","2018-01-14",0,1
"D03","OSBS","900","000","2018-01-15",0,1
"D03","OSBS","900","000","2018-01-16",0,1
"D03","OSBS","900","000","2018-01-17",0,1
"D03","OSBS","900","000","2018-01-18",0,1
"D03","OSBS","900","000","2018-01-19",0,1
"D03","OSBS","900","000","2018-01-20",0,1
"D03","OSBS","900","000","2018-01-21",0,1
"D03","OSBS","900","000","2018-01-22",0,1
"D03","OSBS","900","000","2018-01-23",0,1
"D03","OSBS","900","000","2018-01-24",0,1
"D03","OSBS","900","000","2018-01-25",0,1
"D03","OSBS","900","000","2018-01-26",0,1
"D03","OSBS","900","000","2018-01-27",0,1
"D03","OSBS","900","000","2018-01-28",0,1
"D03","OSBS","900","000","2018-01-29",0,1
"D03","OSBS","900","000","2018-01-30",0,1
"D03","OSBS","900","000","2018-01-31",0,1
"D03","OSBS","900","000","2018-02-01",0,1
